,name,link,image,ingredients,vector
1068,Turkey Cutlets in White Wine Gravy,https://www.laurainthekitchen.com/recipes/turkey-cutlets-in-white-wine-gravy/,http://laurainthekitchen.com/500x300thumbnails/turkey-cutlets-in-white-wine-gravy.jpg,chicken sage wine cutlet poultry turkey shallot,"[-0.02602581  0.11047298 -0.01083321  0.01531511  0.0367328  -0.21579757
  0.0420669   0.2702212  -0.08035373 -0.05688511 -0.07046992 -0.21183269
  0.01467378  0.04449716  0.03708815 -0.04308692  0.04200862 -0.12232767
 -0.021307   -0.25017184  0.01919594  0.08817939  0.0178475  -0.0773619
 -0.05375851  0.07784808 -0.10871605 -0.09098582 -0.12539507  0.01335456
  0.10919439 -0.02784614  0.0810591  -0.10674446 -0.08036909  0.18175817
  0.03498123 -0.12897843 -0.07608788 -0.22016685 -0.01776286 -0.15018007
 -0.03666807  0.01921506  0.12574847 -0.00385887 -0.08320665 -0.03887187
  0.04225164  0.04256284  0.03059582 -0.09149084 -0.06113946 -0.01027202
 -0.05317305  0.0447591   0.09567502 -0.023125   -0.13422333  0.04198826
  0.03279302  0.01353792  0.00245846  0.0007246  -0.12734245  0.10951266
  0.08291488  0.08462564 -0.20273846  0.19830546 -0.0769453   0.02395184
  0.14567629 -0.03689933  0.12301659  0.09112905 -0.00713122 -0.01109853
 -0.0999722   0.03277324 -0.11033792 -0.02114558 -0.1236769   0.20550922
 -0.0028829   0.01817494 -0.01943913  0.15402514  0.16465215  0.03867565
  0.15618514  0.1363122   0.01438421  0.04824011  0.19171567  0.10969553
  0.07416705 -0.07047359  0.03988649 -0.02265809]"
1069,Potato Gratin,https://www.laurainthekitchen.com/recipes/potato-gratin/,http://laurainthekitchen.com/500x300thumbnails/potato-gratin.jpg,potato gruyere cheese sage,"[-0.02822281  0.11236075 -0.0069419   0.01683241  0.03563612 -0.21635292
  0.04533142  0.26994967 -0.08023984 -0.05808398 -0.07226196 -0.20757565
  0.02047976  0.03804788  0.0419276  -0.0431012   0.04265587 -0.12343036
 -0.02147901 -0.2492691   0.02108072  0.08871636  0.0209187  -0.07934876
 -0.05598219  0.07935023 -0.10769325 -0.09433009 -0.12486159  0.01183575
  0.10715522 -0.02890688  0.08213811 -0.10363317 -0.07367227  0.18538006
  0.03083515 -0.12808508 -0.07516529 -0.22079034 -0.0106558  -0.1522173
 -0.03625943  0.01934205  0.12647367 -0.00028504 -0.08574371 -0.033222
  0.03724499  0.04228026  0.03010125 -0.09069016 -0.06113202 -0.00906648
 -0.05596177  0.04821741  0.09589758 -0.0174534  -0.13417415  0.03883573
  0.02719872  0.01777101  0.00736685 -0.0019976  -0.12572522  0.10342552
  0.07757327  0.08188219 -0.20791012  0.19753596 -0.08100963  0.02296177
  0.1438777  -0.0394441   0.12338148  0.0904835  -0.01239606 -0.01314055
 -0.10317888  0.03044583 -0.11061627 -0.02072747 -0.12028342  0.20784664
 -0.00896392  0.021131   -0.02010831  0.15795125  0.16638984  0.0405912
  0.14901805  0.13680625  0.009256    0.05095505  0.18917212  0.113654
  0.07466261 -0.07080299  0.0402144  -0.02465073]"
1070,Cherry Apple Cranberry Sauce,https://www.laurainthekitchen.com/recipes/cherry-apple-cranberry-sauce/,http://laurainthekitchen.com/500x300thumbnails/cherry-apple-cranberry-sauce.jpg,cherry brandy apple cinnamon orange cranberry,"[-0.02543837  0.10695966 -0.00422052  0.01659897  0.02910472 -0.22244337
  0.0414377   0.27229983 -0.07723169 -0.06379317 -0.07341163 -0.21052474
  0.01432748  0.04223461  0.04186573 -0.04288084  0.03916885 -0.12647863
 -0.02157657 -0.24682352  0.02202544  0.0916827   0.0191811  -0.08078132
 -0.05147122  0.07675222 -0.11256355 -0.09024037 -0.12214059  0.01332538
  0.11033237 -0.02294546  0.07991968 -0.09988716 -0.08158168  0.18289122
  0.03652169 -0.12693521 -0.06971309 -0.22025889 -0.0148575  -0.1453344
 -0.0350546   0.01121997  0.12699144 -0.00038475 -0.08602329 -0.03728317
  0.04196526  0.04843633  0.03230647 -0.08967868 -0.06027373 -0.00709724
 -0.05137128  0.04598411  0.09034041 -0.01987066 -0.13052568  0.0480593
  0.03320407  0.01927117  0.00529377  0.00105472 -0.12924276  0.10558879
  0.07631354  0.07655322 -0.2029834   0.19794236 -0.08081472  0.02417678
  0.14238709 -0.04020496  0.12915467  0.09212857 -0.00371529 -0.01409213
 -0.09769499  0.03075611 -0.10396831 -0.021467   -0.1230088   0.21533857
 -0.00956911  0.02245454 -0.0219174   0.15808494  0.16601823  0.03728988
  0.15541956  0.13521414  0.01396348  0.04885831  0.18715064  0.1132383
  0.07841397 -0.06886186  0.03875983 -0.02141571]"
1071,Pumpkin Cookies,https://www.laurainthekitchen.com/recipes/pumpkin-cookies/,http://laurainthekitchen.com/500x300thumbnails/pumpkin-cookies.jpg,pie pumpkin vanilla soda,"[-0.02265664  0.10795549 -0.00800395  0.0150662   0.02924553 -0.21912098
  0.04225121  0.26890233 -0.07781798 -0.06155307 -0.07441784 -0.20649472
  0.01668956  0.04770108  0.03427639 -0.04767957  0.04161817 -0.12561834
 -0.01895352 -0.24805585  0.02887074  0.08753198  0.02823788 -0.07348204
 -0.04546998  0.07783874 -0.10864036 -0.08761216 -0.12749454  0.01494616
  0.11110101 -0.02287679  0.08216077 -0.10775911 -0.08430389  0.1809527
  0.03154572 -0.12840085 -0.07377524 -0.22176392 -0.01987354 -0.14234388
 -0.03943035  0.00757231  0.12516844  0.00078805 -0.09155054 -0.04032548
  0.04174151  0.04997985  0.02869638 -0.09294202 -0.06533144 -0.01090417
 -0.04860628  0.0428268   0.08941814 -0.02451646 -0.14240986  0.0444879
  0.02991627  0.0125514   0.00233387 -0.00225768 -0.1291978   0.10504002
  0.07017462  0.07899655 -0.20257196  0.19983266 -0.07800776  0.02975846
  0.1456272  -0.04095816  0.12855007  0.08497036 -0.00814592 -0.01362909
 -0.10236154  0.03322214 -0.10539654 -0.02322676 -0.12881295  0.21330194
 -0.00937656  0.01306871 -0.01466919  0.15359817  0.16016972  0.03519585
  0.15600781  0.13637912  0.01598676  0.04309049  0.18900889  0.11380158
  0.07495578 -0.07760003  0.0362285  -0.01929279]"
1072,Green Bean Casserole,https://www.laurainthekitchen.com/recipes/green-bean-casserole/,http://laurainthekitchen.com/500x300thumbnails/green-bean-casserole.jpg,chicken bean bacon french fried parmiggiano four mushroom,"[-0.02799294  0.11082789 -0.00611584  0.01790876  0.03708218 -0.2186875
  0.04191918  0.26882645 -0.07680496 -0.05682313 -0.07392853 -0.2117523
  0.02311494  0.04213899  0.03413468 -0.05025915  0.04247836 -0.12451188
 -0.02057692 -0.25079578  0.02633812  0.08843966  0.02119587 -0.07953148
 -0.05457594  0.07317697 -0.11168942 -0.08702528 -0.12737682  0.01655257
  0.10619926 -0.02777671  0.07824005 -0.10132218 -0.08009902  0.18114196
  0.03141282 -0.12859201 -0.07746183 -0.21742348 -0.01266409 -0.15030302
 -0.03782086  0.01931467  0.1299881  -0.00336776 -0.08207195 -0.04066485
  0.04017132  0.04316878  0.02588539 -0.08475668 -0.05806678 -0.00893163
 -0.05538457  0.04600155  0.08925415 -0.01833192 -0.13737975  0.04682787
  0.03364201  0.01634335  0.00803744  0.0011975  -0.12718207  0.10818974
  0.07820015  0.08028686 -0.20407562  0.197657   -0.08171572  0.02577444
  0.14428991 -0.04133838  0.12513152  0.09096962 -0.00581996 -0.01353231
 -0.09589497  0.03152511 -0.10887008 -0.02487436 -0.12792908  0.2066053
 -0.00529564  0.01671573 -0.02376981  0.1512552   0.16975415  0.03983653
  0.16074914  0.13321584  0.00947383  0.04516144  0.18883999  0.11207283
  0.0785092  -0.06999787  0.03695468 -0.02438131]"
1073,Baked French Toast,https://www.laurainthekitchen.com/recipes/baked-french-toast-/,http://laurainthekitchen.com/500x300thumbnails/baked-french-toast-.jpg,loaf vanilla bread cinnamon raisin walnut preferably,"[-0.02380368  0.10965253 -0.0092674   0.0183671   0.03305905 -0.2208901
  0.03609579  0.2751792  -0.08114097 -0.06303505 -0.07003973 -0.21013477
  0.01623102  0.04162239  0.04056804 -0.04683618  0.03912984 -0.12253255
 -0.02223533 -0.24595343  0.02616655  0.08646181  0.01805463 -0.0744582
 -0.04978431  0.07583198 -0.11237063 -0.09287323 -0.12364194  0.01581538
  0.10374052 -0.02667658  0.07824399 -0.10295947 -0.08008597  0.18449245
  0.03132131 -0.12748528 -0.06800231 -0.22198355 -0.01752015 -0.14664656
 -0.04069613  0.01862382  0.12627847 -0.0020057  -0.08398069 -0.03708587
  0.04056621  0.04766326  0.03397667 -0.08932785 -0.05632618 -0.01156379
 -0.05380495  0.04256457  0.09175938 -0.02156885 -0.13657096  0.04936868
  0.03022834  0.01860718  0.00208592 -0.00337891 -0.12727511  0.10650744
  0.07267928  0.07959396 -0.205948    0.19650051 -0.08198634  0.02695113
  0.13947871 -0.04686704  0.12697783  0.09537125 -0.00849383 -0.01211423
 -0.10152885  0.02751923 -0.10628467 -0.02108437 -0.12019952  0.2109322
 -0.0059928   0.01667216 -0.02020038  0.15364821  0.16678564  0.03805711
  0.1576882   0.13395694  0.01229007  0.05408367  0.19276823  0.11023664
  0.07323229 -0.07248592  0.03709317 -0.0221477 ]"
1074,Rigatoni with Kale Pesto,https://www.laurainthekitchen.com/recipes/rigatoni-with-kale-pesto/,http://laurainthekitchen.com/500x300thumbnails/rigatoni-with-kale-pesto.jpg,reggiano kale parmiggiano walnut rigatoni rib,"[-0.02234089  0.10409536 -0.00719864  0.02113264  0.0342897  -0.21474023
  0.03863397  0.2746822  -0.08185871 -0.0634367  -0.07678092 -0.21262991
  0.01911927  0.0449638   0.03959609 -0.04426828  0.04127953 -0.11938902
 -0.02298945 -0.24728586  0.02630739  0.08825932  0.01669713 -0.08084496
 -0.05272861  0.07863574 -0.11260984 -0.09259307 -0.12627575  0.01557852
  0.10096435 -0.02445646  0.07682459 -0.10455406 -0.08007992  0.18220244
  0.02755073 -0.1283916  -0.07048774 -0.21945846 -0.01671958 -0.14555335
 -0.03828074  0.0157708   0.12782466 -0.0051743  -0.08758099 -0.03582411
  0.04121729  0.04179494  0.03028042 -0.09307761 -0.05732381 -0.01416472
 -0.05293406  0.04970628  0.09066347 -0.01998235 -0.13304651  0.04796878
  0.03248657  0.01849988  0.0026465  -0.00068445 -0.12663166  0.10848231
  0.07485829  0.08482374 -0.20190121  0.19480038 -0.07821321  0.02228307
  0.13986388 -0.0471288   0.12861255  0.08777525 -0.00735131 -0.01626351
 -0.10124929  0.02624761 -0.10652906 -0.02262511 -0.12715508  0.20910837
 -0.00597983  0.01959974 -0.0198483   0.15836968  0.1683877   0.02951419
  0.1592521   0.1297349   0.01095292  0.05353845  0.19234806  0.11693458
  0.07302064 -0.07201112  0.04395535 -0.0231605 ]"
1075,Skillet Roasted Sweet Potatoes,https://www.laurainthekitchen.com/recipes/skillet-roasted-sweet-potatoes/,http://laurainthekitchen.com/500x300thumbnails/skillet-roasted-sweet-potatoes.jpg,potato sage bacon cayenne,"[-0.02443802  0.10986608 -0.00774598  0.01644702  0.03429093 -0.22011986
  0.04104409  0.26278684 -0.07784152 -0.05852159 -0.07077314 -0.21195923
  0.02300386  0.04257362  0.03882659 -0.04393493  0.04210829 -0.12473443
 -0.01839094 -0.24643186  0.02406426  0.09152161  0.01981891 -0.08129174
 -0.04887157  0.07911368 -0.10761226 -0.09202497 -0.12485954  0.01277306
  0.11149735 -0.02813427  0.08311873 -0.10278216 -0.07967143  0.18848743
  0.03247625 -0.12901214 -0.07301367 -0.22574797 -0.01479103 -0.15358837
 -0.03974542  0.02035073  0.12925903  0.00480012 -0.08428384 -0.03458393
  0.03944496  0.03798106  0.03622456 -0.08684924 -0.05390527 -0.01048476
 -0.05445518  0.04798263  0.08923157 -0.01584485 -0.13822044  0.04197552
  0.03112976  0.01793977  0.00209848  0.00420884 -0.12191629  0.10793117
  0.07455642  0.07928322 -0.20358309  0.1975027  -0.08624785  0.02082752
  0.14320679 -0.03920139  0.12314666  0.09194483 -0.01392455 -0.01537922
 -0.0963958   0.03464877 -0.11047728 -0.02187454 -0.12133199  0.20432012
 -0.00672284  0.01901712 -0.0232705   0.15434693  0.16835205  0.04158
  0.15661618  0.13565949  0.00960759  0.0479847   0.19111075  0.11094129
  0.07595754 -0.07148515  0.04224205 -0.02479892]"
1076,Pumpkin Scones,https://www.laurainthekitchen.com/recipes/pumpkin-scones/,http://laurainthekitchen.com/500x300thumbnails/pumpkin-scones.jpg,vanilla pie pumpkin raw soda,"[-2.01909281e-02  1.10395975e-01 -1.00825233e-02  1.30490763e-02
  2.75641419e-02 -2.17834458e-01  4.44459319e-02  2.67842799e-01
 -8.05467442e-02 -6.19391650e-02 -7.51604810e-02 -2.06451610e-01
  1.83650590e-02  4.71574776e-02  3.63277458e-02 -4.48167734e-02
  3.89873087e-02 -1.23767793e-01 -1.89347956e-02 -2.50431299e-01
  2.68280115e-02  8.87743235e-02  2.96081621e-02 -7.59279281e-02
 -4.76148203e-02  7.71706253e-02 -1.09811969e-01 -9.07845572e-02
 -1.26650572e-01  1.27161266e-02  1.08646609e-01 -2.20477171e-02
  8.01555514e-02 -1.08114287e-01 -8.36020857e-02  1.83801621e-01
  2.98577789e-02 -1.28255963e-01 -7.54735023e-02 -2.19725475e-01
 -1.67012364e-02 -1.40178815e-01 -4.04475331e-02  1.13810766e-02
  1.27251491e-01  6.21137267e-04 -9.17521194e-02 -3.96624468e-02
  4.27270643e-02  4.73862737e-02  3.00006475e-02 -9.16622728e-02
 -6.46125823e-02 -1.18167801e-02 -4.83108647e-02  4.46953811e-02
  8.86683241e-02 -2.36234646e-02 -1.40177384e-01  4.48284522e-02
  3.23052444e-02  1.46874897e-02  1.45109894e-03  1.91876406e-05
 -1.27962187e-01  1.05757795e-01  7.09149539e-02  7.68660456e-02
 -2.04597309e-01  1.99677080e-01 -7.90291578e-02  3.14816684e-02
  1.46130413e-01 -3.96905802e-02  1.28418684e-01  8.64955783e-02
 -8.11701734e-03 -1.64075214e-02 -1.01553351e-01  3.57555524e-02
 -1.04093768e-01 -2.56872494e-02 -1.25883922e-01  2.10665241e-01
 -8.40737671e-03  1.14590861e-02 -1.27121517e-02  1.54484808e-01
  1.60859242e-01  3.54431085e-02  1.55032471e-01  1.38780653e-01
  1.72626786e-02  4.44809161e-02  1.88832164e-01  1.14048272e-01
  7.58539215e-02 -7.94086084e-02  3.38379592e-02 -1.70893371e-02]"
1077,Roasted Butternut Squash Soup,https://www.laurainthekitchen.com/recipes/roasted-butternut-squash-soup/,http://laurainthekitchen.com/500x300thumbnails/roasted-butternut-squash-soup.jpg,carrot sage celery butternut goat cheese chili squash,"[-2.31817365e-02  1.15653448e-01 -7.67482119e-03  1.45539427e-02
  3.61135416e-02 -2.19979599e-01  4.26517017e-02  2.69103199e-01
 -7.83248767e-02 -6.18655346e-02 -7.01459572e-02 -2.09907293e-01
  1.84182748e-02  4.13483158e-02  3.92081439e-02 -4.79326397e-02
  4.13540192e-02 -1.25517026e-01 -1.80678815e-02 -2.51370281e-01
  2.48895101e-02  8.99907127e-02  1.95058249e-02 -7.90246725e-02
 -5.33278920e-02  7.71473199e-02 -1.05464615e-01 -9.22251716e-02
 -1.25327379e-01  1.08930524e-02  1.06838204e-01 -2.78411452e-02
  7.76886865e-02 -1.02278091e-01 -7.73518384e-02  1.82669520e-01
  3.21391597e-02 -1.26609430e-01 -7.09846541e-02 -2.20674455e-01
 -1.23953531e-02 -1.49169847e-01 -3.86638343e-02  1.86291412e-02
  1.26321182e-01  4.70042491e-04 -8.41966495e-02 -3.88918445e-02
  4.12933901e-02  4.56186086e-02  3.21006291e-02 -8.97094607e-02
 -6.02660552e-02 -1.20078856e-02 -5.39023206e-02  4.66532707e-02
  9.49225649e-02 -1.82526316e-02 -1.38592407e-01  4.34685536e-02
  3.07553113e-02  1.69759002e-02  2.59508216e-03 -2.36082429e-04
 -1.23270325e-01  1.03909478e-01  7.91133866e-02  8.00680444e-02
 -2.03812301e-01  1.95999801e-01 -8.11797827e-02  1.95283629e-02
  1.43193230e-01 -3.89944091e-02  1.26634508e-01  9.14591476e-02
 -7.95663707e-03 -1.35360528e-02 -1.00367241e-01  3.38991359e-02
 -1.09518461e-01 -1.97094474e-02 -1.24347873e-01  2.08537936e-01
 -4.94714873e-03  2.15764418e-02 -1.80076528e-02  1.54978171e-01
  1.66989759e-01  3.95180024e-02  1.53996497e-01  1.36155471e-01
  1.12387724e-02  4.91209701e-02  1.89850420e-01  1.12051383e-01
  7.53700137e-02 -7.32815042e-02  3.74793410e-02 -2.22731233e-02]"
1078,Cinnamon Raisin Bread,https://www.laurainthekitchen.com/recipes/cinnamon-raisin-bread/,http://laurainthekitchen.com/500x300thumbnails/cinnamon-raisin-bread.jpg,cinnamon bread dark raisin,"[-0.02111815  0.11215156 -0.00487662  0.01640308  0.03751798 -0.21821404
  0.03820309  0.27196407 -0.0796176  -0.06124651 -0.06713868 -0.20839904
  0.01690825  0.04251313  0.04258092 -0.04626209  0.03872786 -0.1299382
 -0.02026063 -0.25109354  0.025347    0.08613237  0.0179789  -0.07664885
 -0.05191037  0.06994757 -0.10997504 -0.09077775 -0.12502263  0.0176214
  0.1042074  -0.02446864  0.07734592 -0.10363036 -0.07717379  0.18437591
  0.03083282 -0.12892325 -0.06921989 -0.22411068 -0.01542224 -0.1466671
 -0.04208837  0.0188314   0.12256896  0.00268287 -0.08286063 -0.03641902
  0.03952354  0.0478026   0.03562504 -0.09055246 -0.05915321 -0.00638173
 -0.05169244  0.04496283  0.0926458  -0.01980667 -0.13538659  0.04749336
  0.03047353  0.02182573  0.00541727 -0.00137738 -0.12900743  0.10565791
  0.08034021  0.07730772 -0.2082671   0.19500239 -0.07936     0.02819746
  0.14147465 -0.04105068  0.12868989  0.09151042 -0.00762366 -0.01677461
 -0.10116647  0.03033051 -0.10450462 -0.0205329  -0.12039527  0.21206366
 -0.00559368  0.01829613 -0.02275033  0.15654513  0.17127606  0.04021602
  0.15542251  0.13501677  0.01451679  0.05037685  0.1891316   0.1057162
  0.07198444 -0.06964014  0.03594286 -0.02035179]"
1079,Nutella S'mores,https://www.laurainthekitchen.com/recipes/nutella-smores/,http://laurainthekitchen.com/500x300thumbnails/nutella-smores.jpg,nutella marshmallow cracker graham,"[-0.02760501  0.10769089 -0.00079723  0.0185705   0.02935822 -0.21340375
  0.0457729   0.26958764 -0.08183461 -0.06508581 -0.0803952  -0.21064156
  0.02297721  0.03393431  0.03876284 -0.04834639  0.0367383  -0.13331695
 -0.02104672 -0.24876803  0.02677009  0.08664024  0.02323595 -0.06979232
 -0.04962632  0.06835912 -0.10449207 -0.09312664 -0.12669894  0.00960135
  0.09903473 -0.0239711   0.08805976 -0.0994559  -0.07991327  0.18162592
  0.03358635 -0.1318934  -0.07027137 -0.21366784 -0.01306559 -0.1464119
 -0.03967354  0.01905465  0.12879257  0.0030753  -0.08614694 -0.03833142
  0.04113896  0.04932672  0.03470489 -0.09381267 -0.0587155  -0.01304413
 -0.05434854  0.04672737  0.08657227 -0.02208067 -0.14139806  0.04641319
  0.02512868  0.02345232  0.00240599 -0.00809725 -0.12890454  0.1059984
  0.07672138  0.08315006 -0.20669916  0.19837016 -0.07614746  0.03276048
  0.14392583 -0.04566859  0.12798807  0.08655957 -0.00903664 -0.01458481
 -0.09959968  0.03105555 -0.10555082 -0.02004081 -0.12711759  0.21179709
 -0.01229253  0.0244558  -0.02196566  0.1566716   0.17218041  0.03217433
  0.15292655  0.13237773  0.01606346  0.04961406  0.18531145  0.11439716
  0.08007425 -0.0727751   0.03510287 -0.02429047]"
1080,Short Rib Pasta,https://www.laurainthekitchen.com/recipes/short-rib-pasta/,http://laurainthekitchen.com/500x300thumbnails/short-rib-pasta.jpg,pasta meat do will rib parmiggiano tube veggie rigatoni leftover penne shaped,"[-0.02268755  0.11301901 -0.00374602  0.01984968  0.03439643 -0.21567395
  0.03913031  0.2736896  -0.07637667 -0.06043591 -0.07637203 -0.2130241
  0.01681918  0.041612    0.039942   -0.03844991  0.03657933 -0.12162849
 -0.0202219  -0.25063962  0.02407314  0.08958732  0.02071982 -0.07759263
 -0.05611139  0.07895794 -0.10674026 -0.09125192 -0.12516207  0.00910883
  0.10758735 -0.02979202  0.07941549 -0.09827577 -0.08020143  0.18185478
  0.03170822 -0.12814863 -0.07285061 -0.21979877 -0.01502782 -0.14840768
 -0.0390099   0.01960939  0.13158385 -0.00236828 -0.08807402 -0.03788328
  0.0402398   0.04538181  0.0280553  -0.08823138 -0.05532685 -0.0101211
 -0.05519563  0.04917452  0.09002548 -0.02392    -0.14004366  0.04874209
  0.03119349  0.02072392  0.00229163  0.00107076 -0.12490544  0.10367699
  0.07654689  0.08173064 -0.20350105  0.19762951 -0.07565323  0.02264075
  0.14438726 -0.04005395  0.12568748  0.09333388 -0.00581813 -0.01524309
 -0.09892434  0.02545614 -0.11089923 -0.02287023 -0.13135909  0.20358762
 -0.0051034   0.01845379 -0.01815413  0.15253511  0.16903116  0.03431668
  0.15690629  0.13224097  0.01186958  0.04951448  0.18946595  0.1138169
  0.07095783 -0.07111411  0.04217154 -0.02449723]"
1081,Pumpkin Swirl Blondies,https://www.laurainthekitchen.com/recipes/pumpkin-swirl-blondies/,http://laurainthekitchen.com/500x300thumbnails/pumpkin-swirl-blondies.jpg,chip vanilla chocolate pie pumpkin,"[-0.02655849  0.10865958 -0.00586479  0.01175678  0.0295179  -0.21834192
  0.04141157  0.27181765 -0.0773054  -0.06326243 -0.07692979 -0.2087443
  0.01417234  0.04240139  0.03437031 -0.05064725  0.03863992 -0.12702195
 -0.0188147  -0.24711232  0.02543124  0.08797042  0.02613372 -0.07121848
 -0.04823875  0.07777397 -0.10868785 -0.08765151 -0.1270393   0.0175637
  0.10836202 -0.0262088   0.08110186 -0.10856685 -0.08288354  0.18050024
  0.03217775 -0.12750217 -0.07045773 -0.22025117 -0.01880033 -0.14259367
 -0.04218761  0.01014906  0.12263632 -0.00341411 -0.08693318 -0.03781438
  0.04104589  0.05030491  0.03076266 -0.09356409 -0.06111484 -0.01133167
 -0.04920855  0.04451286  0.09124759 -0.02305553 -0.13924353  0.04598031
  0.02999451  0.01293275  0.00463116 -0.00365311 -0.12784542  0.10443967
  0.07495865  0.08035393 -0.20470215  0.1984554  -0.07609686  0.02944523
  0.14731015 -0.04226323  0.12648721  0.08906963 -0.00989064 -0.01585144
 -0.10258408  0.03230413 -0.10660968 -0.02169327 -0.12553263  0.2110263
 -0.00921429  0.01409728 -0.01693747  0.15487833  0.16156521  0.03669265
  0.15784752  0.13628773  0.01628052  0.04272441  0.19128914  0.11380292
  0.07545833 -0.07557519  0.0384458  -0.02090884]"
1082,White Sandwich Bread,https://www.laurainthekitchen.com/recipes/white-sandwich-bread/,http://laurainthekitchen.com/500x300thumbnails/white-sandwich-bread.jpg,bread,"[-1.87978856e-02  1.16550520e-01 -5.44949993e-03  1.89285986e-02
  3.47181447e-02 -2.19514474e-01  3.87213007e-02  2.73192525e-01
 -8.13330114e-02 -6.23870455e-02 -6.98264465e-02 -2.05113813e-01
  1.69125982e-02  3.97184156e-02  4.30757292e-02 -4.90604788e-02
  3.76679711e-02 -1.27135664e-01 -2.27395203e-02 -2.51543373e-01
  2.14848872e-02  8.20418820e-02  2.14475002e-02 -8.23331624e-02
 -5.78214005e-02  7.11934566e-02 -1.11119747e-01 -8.66720974e-02
 -1.21163860e-01  1.37362201e-02  1.03037670e-01 -3.13271880e-02
  7.76424929e-02 -1.02385707e-01 -7.82134533e-02  1.80751234e-01
  3.12433261e-02 -1.27714112e-01 -7.50876740e-02 -2.21089810e-01
 -2.12869924e-02 -1.47927374e-01 -3.59726623e-02  2.09932104e-02
  1.24296911e-01 -1.94359291e-03 -7.76765123e-02 -3.81483808e-02
  3.87873240e-02  5.04077226e-02  3.19190100e-02 -9.24983546e-02
 -5.59870265e-02 -8.59442726e-03 -5.62064983e-02  4.41589504e-02
  9.14277658e-02 -1.66551042e-02 -1.36934116e-01  4.23488766e-02
  3.23585793e-02  1.61356647e-02  4.87362035e-03 -1.51003897e-03
 -1.27256691e-01  1.08662523e-01  8.18713605e-02  8.64600390e-02
 -2.08285972e-01  1.98174030e-01 -8.08990747e-02  2.95567233e-02
  1.43982559e-01 -3.80817838e-02  1.25963569e-01  9.58860070e-02
 -1.19228913e-02 -9.37759317e-03 -1.01384886e-01  2.79151108e-02
 -1.08694248e-01 -1.57275312e-02 -1.27794638e-01  2.03886151e-01
 -7.57022644e-05  1.92921199e-02 -2.39636749e-02  1.48335576e-01
  1.70466334e-01  4.08326052e-02  1.56686857e-01  1.31693810e-01
  6.64931070e-03  5.06689101e-02  1.92630544e-01  1.07520632e-01
  7.02222809e-02 -7.22015277e-02  3.36582996e-02 -2.41065267e-02]"
1083,Braised Short Ribs,https://www.laurainthekitchen.com/recipes/braised-short-ribs/,http://laurainthekitchen.com/500x300thumbnails/braised-short-ribs.jpg,tomato shortribs peleed carrot wine beef celery broth,"[-0.02627035  0.11488708 -0.00501415  0.01457885  0.03420716 -0.21685316
  0.03917139  0.2724536  -0.08229181 -0.06261558 -0.0734107  -0.21081874
  0.0152379   0.04429346  0.03478037 -0.04270178  0.04135662 -0.12274294
 -0.01964875 -0.25307953  0.02844281  0.09145337  0.02267134 -0.07215136
 -0.05478501  0.07516337 -0.10654804 -0.09214877 -0.12326922  0.01195146
  0.10625035 -0.03000925  0.07934675 -0.10241716 -0.07562989  0.1800621
  0.03296228 -0.12403072 -0.0723746  -0.21623157 -0.01475967 -0.14959094
 -0.03977091  0.018776    0.12749577 -0.00065924 -0.0854257  -0.03916324
  0.04071019  0.04398729  0.03187163 -0.08793922 -0.05780276 -0.01392426
 -0.05483857  0.0444397   0.09183188 -0.01697269 -0.13565712  0.04303292
  0.03313925  0.01559128  0.00493451  0.00285299 -0.12550381  0.10523411
  0.07972641  0.08170763 -0.20169777  0.19856569 -0.07771167  0.021892
  0.14426726 -0.04185834  0.12852001  0.09354632 -0.00748641 -0.01268827
 -0.10019098  0.02862707 -0.11090531 -0.02377219 -0.12513995  0.2103398
 -0.00844927  0.0208601  -0.01552124  0.1526954   0.16539073  0.03483418
  0.1588701   0.13617434  0.01387532  0.04805558  0.19071549  0.11364295
  0.07941049 -0.07338803  0.03629967 -0.0209914 ]"
